"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"190378","271.981594","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2762, FN=0, Flags=.p..R.F.C","190378"
"190379","271.981597","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2763, FN=0, Flags=.p..R.F.C","190379"
"190382","271.982799","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2762, FN=0, Flags=.p..R.F.C","190382"
"190383","271.982802","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2763, FN=0, Flags=.p..R.F.C","190383"
"190385","271.983550","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2762, FN=0, Flags=.p..R.F.C","190385"
"190386","271.983553","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2763, FN=0, Flags=.p..R.F.C","190386"
"190388","271.984402","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2762, FN=0, Flags=.p..R.F.C","190388"
"190389","271.984404","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2763, FN=0, Flags=.p..R.F.C","190389"
"190402","271.988007","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2764, FN=0, Flags=.p..R.F.C","190402"
"190403","271.988010","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2765, FN=0, Flags=.p..R.F.C","190403"
"190404","271.988012","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2766, FN=0, Flags=.p..R.F.C","190404"
"190405","271.988013","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2767, FN=0, Flags=.p..R.F.C","190405"
"190406","271.988015","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2768, FN=0, Flags=.p..R.F.C","190406"
"190407","271.988017","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2769, FN=0, Flags=.p..R.F.C","190407"
"190408","271.988019","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2770, FN=0, Flags=.p..R.F.C","190408"
"190409","271.988020","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2771, FN=0, Flags=.p..R.F.C","190409"
"190410","271.988022","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2772, FN=0, Flags=.p..R.F.C","190410"
"190457","271.994113","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=1713, FN=0, Flags=.p..R..T.","190457"
"190469","271.997490","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2791, FN=0, Flags=.p..R.F.C","190469"
"190470","271.997495","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2792, FN=0, Flags=.p..R.F.C","190470"
"190471","271.997498","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2793, FN=0, Flags=.p..R.F.C","190471"
"190472","271.997500","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2794, FN=0, Flags=.p..R.F.C","190472"
"190473","271.997502","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2795, FN=0, Flags=.p..R.F.C","190473"
"190474","271.997504","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=2796, FN=0, Flags=.p..R.F.C","190474"
"190476","272.001082","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=1713, FN=0, Flags=.p..R..TC","190476"
"190480","272.001158","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=1713, FN=0, Flags=.p..R..T.","190480"
"190549","272.355428","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1674, FN=0, Flags=.p..R.F.C","190549"
"190557","272.361813","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","229","802.11","QoS Data, SN=1677, FN=0, Flags=.p..R.F.C","190557"
"190558","272.361819","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","190558"
"190575","272.402610","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1721, FN=0, Flags=.p..R..T.","190575"
"190578","272.402873","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1721, FN=0, Flags=.p..R..T.","190578"
"190579","272.403178","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1721, FN=0, Flags=.p..R..T.","190579"
"190580","272.403471","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1721, FN=0, Flags=.p..R..T.","190580"
"190603","272.442621","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1683, FN=0, Flags=.p..R.F.C","190603"
"190605","272.442849","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1683, FN=0, Flags=.p..R.F.C","190605"
"190607","272.443363","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1683, FN=0, Flags=.p..R.F.C","190607"
"190609","272.444066","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1683, FN=0, Flags=.p..R.F.C","190609"
"190631","272.680445","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","190631"
"190632","272.680577","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","190632"
"190633","272.680696","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","190633"
"190634","272.680824","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","190634"
"190641","272.726958","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","508","802.11","QoS Data, SN=1686, FN=0, Flags=.p..R.F.C","190641"
"190643","272.727330","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","508","802.11","QoS Data, SN=1686, FN=0, Flags=.p..R.F.C","190643"
"190648","272.728451","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","198","802.11","QoS Data, SN=1688, FN=0, Flags=.p..R.F.C","190648"
"190649","272.730185","c0:38:16:f9:cd:27","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1726, FN=0, Flags=.p..R..T.","190649"
"190658","272.758762","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1690, FN=0, Flags=.p..R.F.C","190658"
"190682","272.956618","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1691, FN=0, Flags=.p..R.F.C","190682"
"190684","272.957064","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1691, FN=0, Flags=.p..R.F.C","190684"
"190686","272.958094","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1691, FN=0, Flags=.p..R.F.C","190686"
"190689","272.958835","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1691, FN=0, Flags=.p..R.F.C","190689"
"190704","272.987874","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1697, FN=0, Flags=.p..R.F.C","190704"
"190706","272.988058","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1697, FN=0, Flags=.p..R.F.C","190706"
"190724","273.186825","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1698, FN=0, Flags=.p..R.F.C","190724"
"190726","273.186880","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1698, FN=0, Flags=.p..R.F.C","190726"
"190728","273.187545","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1698, FN=0, Flags=.p..R.F.C","190728"
"190730","273.187917","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1698, FN=0, Flags=.p..R.F.C","190730"
"190732","273.188310","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","164","802.11","QoS Data, SN=1698, FN=0, Flags=.p..R.F.C","190732"
"190754","273.370615","e3:c8:ba:12:8e:f7","0a:dd:2b:4c:9e:69","1508","LLC","I, N(R)=84, N(S)=19; DSAP NULL LSAP Individual, SSAP NULL LSAP Command","190754"
"190755","273.371130","73:d4:ad:2e:2f:90","bd:0b:62:0d:5f:5a","1508","802.11","Fragmented IEEE 802.11 frame","190755"
"190756","273.372295","f0:7f:fc:40:38:02","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1734, FN=0, Flags=.p..R..T.","190756"
"190757","273.372735","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1734, FN=0, Flags=.p..R..T.","190757"
"190764","273.393061","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1699, FN=0, Flags=.p..R.F.C","190764"
"190766","273.393306","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1699, FN=0, Flags=.p..R.F.C","190766"
"190768","273.393762","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1699, FN=0, Flags=.p..R.F.C","190768"
"190771","273.442306","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=340, FN=0, Flags=.p..R..TC","190771"
"190843","273.717800","IntelCor_e3:85:4b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2709, FN=0, Flags=.p..R..TC","190843"
"190844","273.718253","IntelCor_e3:85:4b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=2709, FN=0, Flags=.p..R..TC","190844"
"191008","275.254675","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=104, FN=0, Flags=...PR..TC","191008"
"191009","275.254944","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=104, FN=0, Flags=...PR..TC","191009"
"191010","275.255398","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=104, FN=0, Flags=...PR..TC","191010"
"191011","275.255647","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=104, FN=0, Flags=...PR..TC","191011"
"191012","275.255999","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=104, FN=0, Flags=...PR..TC","191012"
"191029","275.412863","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","1508","802.11","QoS Data, SN=1739, FN=0, Flags=.p..R..T.","191029"
"191069","275.713323","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1708, FN=0, Flags=.p..R.F.C","191069"
"191198","276.175771","Motorola_38:78:35","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=1697, FN=0, Flags=...PR..TC","191198"
"191199","276.175889","Motorola_38:78:35","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=1697, FN=0, Flags=...PR..TC","191199"
"191228","276.697701","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=105, FN=0, Flags=....R..TC","191228"
"191241","276.831881","Azurewav_7d:aa:ff","IPv6mcast_ff:ee:65:1f","172","802.11","QoS Data, SN=341, FN=0, Flags=.p..R..TC","191241"
"191242","276.832940","Azurewav_7d:aa:ff","IPv6mcast_ff:ee:65:1f","172","802.11","QoS Data, SN=343, FN=0, Flags=.p..R..TC","191242"
"191245","276.836162","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=345, FN=0, Flags=.p..R..TC","191245"
"191479","277.805753","42:a5:89:7d:aa:ff","Google_dc:d8:8c","328","802.11","Probe Response, SN=3389, FN=0, Flags=....R...C, BI=100, SSID=AUser","191479"
"191600","278.017928","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3025, FN=0, Flags=.p..R..TC","191600"
"191917","278.763523","Motorola_38:78:35","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=3068, FN=0, Flags=.p..R..TC","191917"
"191949","278.836027","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=346, FN=0, Flags=.p..R..TC","191949"
"191951","278.837770","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","187","802.11","QoS Data, SN=347, FN=0, Flags=.p..R..TC","191951"
"191953","278.840189","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","187","802.11","QoS Data, SN=349, FN=0, Flags=.p..R..TC","191953"
"191954","278.846907","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","187","802.11","QoS Data, SN=349, FN=0, Flags=.p..R..TC","191954"
"192106","279.282304","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1746, FN=0, Flags=.p..R..TC","192106"
"192107","279.282797","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1746, FN=0, Flags=.p..R..TC","192107"
"192108","279.283882","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1746, FN=0, Flags=.p..R..TC","192108"
"192109","279.284680","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=1746, FN=0, Flags=.p..R..TC","192109"
"192172","279.474599","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","842","802.11","QoS Data, SN=1748, FN=0, Flags=.p..R..T.","192172"
"192173","279.475346","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","842","802.11","QoS Data, SN=1748, FN=0, Flags=.p..R..T.","192173"
"192233","279.663610","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1719, FN=0, Flags=.p..R.F.C","192233"
"192238","279.689293","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=1897, FN=0, Flags=.p..R.F.C","192238"
"192240","279.690066","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=1897, FN=0, Flags=.p..R.F.C","192240"
"192242","279.690084","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=1897, FN=0, Flags=.p..R.F.C","192242"
"192244","279.690875","D-LinkIn_80:0f:6b","Motorola_38:78:35","152","802.11","QoS Data, SN=1897, FN=0, Flags=.p..R.F.C","192244"
"192268","279.963367","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1723, FN=0, Flags=.p..R.F.C","192268"
"192283","280.037061","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","257","802.11","QoS Data, SN=1730, FN=0, Flags=.p..R.F.C","192283"
"192284","280.037065","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","639","802.11","QoS Data, SN=1731, FN=0, Flags=.p..R.F.C","192284"
"192318","280.064142","Motorola_38:78:35","D-LinkIn_80:0f:6b","163","802.11","QoS Data, SN=3093, FN=0, Flags=.p..R..TC","192318"
"192336","280.219451","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192336"
"192338","280.219873","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192338"
"192340","280.219942","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192340"
"192342","280.220337","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192342"
"192344","280.221081","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192344"
"192346","280.221660","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192346"
"192348","280.221920","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192348"
"192350","280.222525","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192350"
"192352","280.223272","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","152","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192352"
"192354","280.224029","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","160","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192354"
"192356","280.225146","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","160","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192356"
"192358","280.226694","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","160","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192358"
"192360","280.228142","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","160","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192360"
"192505","281.195765","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1384, FN=0, Flags=...PR..TC","192505"
"192506","281.196003","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1384, FN=0, Flags=...PR..TC","192506"
"192507","281.196107","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1384, FN=0, Flags=...PR..TC","192507"
"192508","281.196248","XiaomiCo_81:86:a1","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=1384, FN=0, Flags=...PR..TC","192508"
"192556","281.919543","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","160","802.11","QoS Data, SN=1925, FN=0, Flags=.p..R.F.C","192556"
"192715","283.343772","HewlettP_a9:6f:a7","IntelCor_b1:ec:1b","152","802.11","QoS Data, SN=3449, FN=0, Flags=.p..R.F.C","192715"
"192727","283.457977","Azurewav_7d:aa:ff","IPv6mcast_0c","294","802.11","QoS Data, SN=353, FN=0, Flags=.p..R..TC","192727"
"192830","284.087664","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1739, FN=0, Flags=.p..R.F.C","192830"
"192838","284.265873","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=108, FN=0, Flags=...PR..TC","192838"
"192840","284.266082","XiaomiCo_a7:b5:df","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=86, FN=0, Flags=...PR..TC","192840"
"192983","285.187257","XiaomiCo_a7:b5:df","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=88, FN=0, Flags=...PR..TC","192983"
"193019","285.447717","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","198","802.11","QoS Data, SN=1934, FN=0, Flags=.p..R.F.C","193019"
"193023","285.449471","D-LinkIn_80:0f:6b","IntelCor_09:c9:5a","198","802.11","QoS Data, SN=1934, FN=0, Flags=.p..R.F.C","193023"
"193064","285.960095","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","187","802.11","QoS Data, SN=359, FN=0, Flags=.p..R..TC","193064"
"193065","285.960940","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","187","802.11","QoS Data, SN=359, FN=0, Flags=.p..R..TC","193065"
"193130","287.342542","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","82","802.11","Null function (No data), SN=2439, FN=0, Flags=...PR..TC","193130"
"193131","287.343610","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","82","802.11","Null function (No data), SN=2439, FN=0, Flags=...PR..TC","193131"
"193179","287.951257","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1744, FN=0, Flags=.pm.R.F.C","193179"
"193181","287.952194","HonHaiPr_98:4f:0b (c0:38:96:98:4f:0b) (BSSID)","D-LinkIn_80:0f:6b (e4:6f:13:80:0f:6b) (BSSID)","74","802.11","Power-Save poll, Flags=...PR...C","193181"
"193184","287.952727","Apple_77:2c:75","IntelCor_e3:85:4b","478","802.11","QoS Data, SN=3104, FN=0, Flags=.p..R.F.C","193184"
"193227","288.068738","Smartlin_6f:73:ff","Apple_19:40:63","211","802.11","QoS Data, SN=457, FN=0, Flags=.p..R.F..","193227"
"193234","288.128999","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","198","802.11","QoS Data, SN=1755, FN=0, Flags=.p..R.F.C","193234"
"193235","288.129001","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1756, FN=0, Flags=.p..R.F.C","193235"
"193237","288.129712","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","198","802.11","QoS Data, SN=1755, FN=0, Flags=.p..R.F.C","193237"
"193238","288.129715","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1756, FN=0, Flags=.p..R.F.C","193238"
"193240","288.130159","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","198","802.11","QoS Data, SN=1755, FN=0, Flags=.p..R.F.C","193240"
"193241","288.130161","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","206","802.11","QoS Data, SN=1756, FN=0, Flags=.p..R.F.C","193241"
"193247","288.144161","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","347","802.11","QoS Data, SN=1757, FN=0, Flags=.p..R.F.C","193247"
"193283","288.362873","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=111, FN=0, Flags=...PR..TC","193283"
"193311","288.861837","Apple_77:2c:75","HonHaiPr_98:4f:0b","478","802.11","QoS Data, SN=1763, FN=0, Flags=.p..R.F.C","193311"
"193315","288.862912","Apple_77:2c:75","HonHaiPr_98:4f:0b","498","802.11","QoS Data, SN=1764, FN=0, Flags=.p..R.F.C","193315"
"193338","288.920089","D-LinkIn_80:0f:6b","XiaomiCo_12:de:11","128","802.11","QoS Data, SN=1210, FN=0, Flags=.p..R.F.C","193338"
"193412","289.176764","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1766, FN=0, Flags=.p..R.F.C","193412"
"193415","289.180776","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1766, FN=0, Flags=.p..R.F.C","193415"
"193441","289.487315","XiaomiCo_a7:b5:df","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=92, FN=0, Flags=...PR..TC","193441"
"193442","289.487346","XiaomiCo_a7:b5:df","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=92, FN=0, Flags=...PR..TC","193442"
"193453","289.690557","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","496","802.11","QoS Data, SN=1775, FN=0, Flags=.p..R.F.C","193453"
"193503","289.978448","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","132","802.11","QoS Data, SN=1776, FN=0, Flags=.p..R.F.C","193503"
"193513","289.997636","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=340, FN=0, Flags=....R..TC","193513"
"193545","290.011457","XiaomiCo_12:de:11","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=113, FN=0, Flags=....R..TC","193545"
"193559","290.012727","216.58.220.33","192.168.100.12","223","TCP","[TCP Out-Of-Order] https(443)  >  50851 [PSH, ACK] Seq=1 Ack=1 Win=175 Len=63 TSval=962191396 TSecr=4701749","193559"
"193560","290.012729","216.58.220.33","192.168.100.12","160","TCP","[TCP Out-Of-Order] https(443)  >  50851 [FIN, ACK] Seq=64 Ack=1 Win=175 Len=0 TSval=962191396 TSecr=4701749","193560"
"193561","290.012731","192.168.100.1","224.0.0.1","140","IGMPv2","Membership Query, specific for group 239.2.0.252","193561"
"193580","290.204831","Motorola_18:5d:36","D-LinkIn_80:0f:6b","82","802.11","Null function (No data), SN=3904, FN=0, Flags=....R..TC","193580"
"193626","291.022853","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1779, FN=0, Flags=.p..R.F.C","193626"
"193628","291.023621","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1779, FN=0, Flags=.p..R.F.C","193628"
"193636","291.165814","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1781, FN=0, Flags=.p..R.F.C","193636"
"193638","291.166162","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1781, FN=0, Flags=.p..R.F.C","193638"
"193640","291.166454","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=1781, FN=0, Flags=.p..R.F.C","193640"
"193667","291.452201","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","438","802.11","QoS Data, SN=1783, FN=0, Flags=.p..R.F.C","193667"
"193668","291.452209","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","474","802.11","QoS Data, SN=1784, FN=0, Flags=.p..R.F.C","193668"
"193669","291.452213","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","355","802.11","QoS Data, SN=1785, FN=0, Flags=.p..R.F.C","193669"
